customer_id,transaction_id,card_id,amount,city,country,timestamp,payment_method,device_type,amount_ratio,device_changed,payment_method_changed,city_changed,country_changed,out_hours,amount_abnormal,is_fraud,usual_device,usual_city,usual_country,usual_payment_method
873,78a2947f-68db-4a77-a22c-3c95d741861d,4111975045213882,421.36423697028897,Nador,Maroc,2026-08-29T13:39:48,credit_card,Mobile,1.2733942271412855,0,1,0,0,0,0,0,Mobile,Nador,Maroc,bank_transfer
980,99c7f36c-6f73-4168-bd6f-a5b029c44d57,3502507866594279,305.8856717633541,Marrakech,Maroc,2026-08-29T13:20:18,bank_transfer,POS Terminal,0.8313663103862328,0,1,0,0,0,0,0,POS Terminal,Marrakech,Maroc,paypal
910,0fc99beb-6ad5-40d6-afbd-1c7b6bf037b6,060498325129,268.1927446950994,Essaouira,Maroc,2026-08-29T11:04:27,credit_card,Laptop,0.7919006777394408,1,0,0,0,0,0,0,POS Terminal,Essaouira,Maroc,credit_card
81,ca3cef90-2509-4c10-a90c-2796f1a32ebf,2272082861702087,392.7435159674851,Béni Mellal,Maroc,2026-08-29T11:01:09,bank_transfer,POS Terminal,1.0728870436028761,0,0,0,0,0,0,0,POS Terminal,Béni Mellal,Maroc,bank_transfer
353,6b218a43-66a0-4fb5-b8c8-4b1efdb28cf3,5311488056949480,465.2126396229743,Al Hoceïma,Maroc,2026-08-29T05:43:18,paypal,Mobile,1.0446450937266596,0,0,0,0,1,0,0,Mobile,Al Hoceïma,Maroc,paypal
502,de1dc649-2fd8-497e-9f0a-c466579eed66,6521976447555556,329.01563003905454,Taza,Maroc,2026-08-29T00:15:30,bank_transfer,Laptop,1.0278523296396096,0,1,0,0,1,0,0,Laptop,Taza,Maroc,credit_card
585,a7260b01-7090-4403-a459-2cbd6f37606d,4367403672497091,274.11438349101235,Guelmim,Maroc,2026-08-29T09:42:30,debit_card,Mobile,0.8378397774695518,0,0,0,0,0,0,0,Mobile,Guelmim,Maroc,debit_card
215,ef226736-7e47-4893-9e67-57e014c32c28,180048873999438,745.831558504037,Kénitra,Maroc,2026-08-29T14:27:04,paypal,Laptop,1.149556411974752,0,0,0,0,0,0,0,Laptop,Kénitra,Maroc,paypal
23,62f853b1-7215-4ddb-a220-d72e6aaa68dc,3551459693874575,347.36519649711386,Agadir,Maroc,2026-08-29T19:56:30,credit_card,Laptop,1.0972858512082375,0,0,0,0,0,0,0,Laptop,Agadir,Maroc,credit_card
542,271a4dcd-2abe-4d30-a234-6d513c2c6c2b,4317447596413230,617.3881324036857,Laâyoune,Maroc,2026-08-29T05:09:16,bank_transfer,Mobile,1.0933447937792162,1,1,0,0,1,0,0,Laptop,Laâyoune,Maroc,debit_card
645,e38f3896-ed0d-46bb-88c6-d79dd8c3c91d,4673789533295073,335.30177641026756,Fès,Maroc,2026-08-29T16:33:44,credit_card,Mobile,1.192048579126987,0,0,0,0,0,0,0,Mobile,Fès,Maroc,credit_card
928,1025c69d-5e13-4657-943a-8433a91a44c3,569048867851,544.1734920048472,Sidi Kacem,Maroc,2026-08-29T21:21:47,credit_card,POS Terminal,1.4154002651021655,0,0,1,0,0,0,0,POS Terminal,Azrou,Maroc,credit_card
3,8b39e7dc-8ac8-4b74-b5ad-3ddbba5c9910,4785942346497,456.06730068781826,Laâyoune,Maroc,2026-08-29T10:47:29,debit_card,Laptop,1.0064022812128943,0,0,0,0,0,0,0,Laptop,Laâyoune,Maroc,debit_card
522,ca37ec3a-ba0d-4ffa-b392-6eb55cb4c290,213179343627530,385.8769061293871,Settat,Maroc,2026-08-29T08:14:52,bank_transfer,Laptop,1.0861848147708568,0,0,0,0,0,0,0,Laptop,Settat,Maroc,bank_transfer
147,ba76600d-47b6-4fa4-903c-d96bc02a4e7c,180020193638665,638.4535165933878,Casablanca,Maroc,2026-08-29T18:53:30,paypal,Laptop,1.4094226397016978,0,1,0,0,0,0,0,Laptop,Casablanca,Maroc,debit_card
930,6a932fe8-912d-46cd-b544-79eec026185e,4534803083666875801,313.9505212005394,Settat,Maroc,2026-08-29T04:47:30,bank_transfer,Mobile,0.8642967158625918,0,0,0,0,1,0,0,Mobile,Settat,Maroc,bank_transfer
524,1b070bbe-2bb9-443c-8427-0de8e081c246,2406566798688384,312.5896406060019,Meknès,Maroc,2026-08-29T12:28:08,credit_card,POS Terminal,0.9065231526517642,0,1,0,0,0,0,0,POS Terminal,Meknès,Maroc,bank_transfer
488,7e4d2845-b0df-4023-a2a1-9b346fe861d9,213123779102915,739.2473734199999,Béni Mellal,Maroc,2026-08-29T17:00:57,debit_card,POS Terminal,1.143664898232081,0,0,1,0,0,0,0,POS Terminal,Ouarzazate,Maroc,debit_card
95,3d792c3b-ec74-4713-86c7-397614e69b72,2234978343792793,370.59179748381325,Sidi Kacem,Maroc,2026-08-29T14:56:46,debit_card,Mobile,1.1751184101122054,0,0,0,0,0,0,0,Mobile,Sidi Kacem,Maroc,debit_card
480,943fa8e4-58d0-4adb-afef-118ddb691302,36002667545614,518.2390154141555,Béni Mellal,Maroc,2026-08-29T17:18:14,credit_card,Mobile,1.0140727597241093,0,0,1,0,0,0,0,Mobile,Larache,Maroc,credit_card
189,b2c526bf-1e0d-4366-a33c-5811780d4c68,4310997648621617,365.35204823255884,Salé,Maroc,2026-08-29T22:48:01,credit_card,Laptop,1.032963058306772,0,0,0,0,0,0,0,Laptop,Salé,Maroc,credit_card
724,304b800c-22c0-47e5-badc-a28e59d5a3a6,370312382659853,300.8937724056757,Mohammédia,Maroc,2026-08-29T17:22:44,credit_card,POS Terminal,0.9945753801063996,0,1,0,0,0,0,0,POS Terminal,Mohammédia,Maroc,paypal
794,04588069-63fb-43bf-aac6-906e02696347,213123773807931,277.9969982358361,Taza,Maroc,2026-08-29T01:27:01,paypal,Mobile,0.8672397067877876,0,0,0,0,1,0,0,Mobile,Taza,Maroc,paypal
778,cb70a93d-2550-4ce6-9674-9d49f910e277,4231352851148,335.02365199138467,Essaouira,Maroc,2026-08-29T09:38:43,paypal,POS Terminal,0.8058618851211751,0,0,0,0,0,0,0,POS Terminal,Essaouira,Maroc,paypal
101,a3541778-cd33-46ce-ad10-32547ce16e80,4832029795479150199,538.4836185060935,Ouarzazate,Maroc,2026-08-29T13:01:23,paypal,Laptop,1.4692251082801573,0,1,0,0,0,0,0,Laptop,Ouarzazate,Maroc,bank_transfer
417,2644b78c-b205-48de-be85-92e835ef02ed,341477799688948,491.0928078093308,Dakhla,Maroc,2026-08-29T13:36:09,credit_card,Laptop,1.0024570712307004,0,0,0,0,0,0,0,Laptop,Dakhla,Maroc,credit_card
367,beaa9455-b9f3-41cb-9054-d9a598455571,3591100997624793,328.2496473201494,Tétouan,Maroc,2026-08-29T20:20:49,paypal,Laptop,0.9408783266243359,1,0,1,0,0,0,0,POS Terminal,Khemisset,Maroc,paypal
705,815b8ef6-c9c6-4721-a3d7-7773d37f497e,4461212360618396,285.5546186709172,Laâyoune,Maroc,2026-08-29T15:43:33,credit_card,Laptop,1.0021126768558803,0,1,0,0,0,0,0,Laptop,Laâyoune,Maroc,debit_card
524,7d3e9c56-8fba-41ce-befc-aac24c923125,6011877781704833,315.80127131110294,Berrechid,Maroc,2026-08-29T07:44:18,bank_transfer,POS Terminal,0.9158370172644787,0,0,1,0,0,0,0,POS Terminal,Meknès,Maroc,bank_transfer
96,07e1f4df-4366-4d33-a1b6-fac829fb5085,4739372401549350,3054.621971529738,Larache,Russie,2026-08-29T09:30:15,paypal,Mobile,9.792956093797125,1,1,1,1,0,1,1,Laptop,Tétouan,Maroc,credit_card
159,19828385-7c29-4c15-8bfa-d7a7c9cb52f0,675974459116,435.4076881605676,Tétouan,Maroc,2026-08-29T03:53:11,bank_transfer,Laptop,1.1380169692797544,0,0,0,0,1,0,0,Laptop,Tétouan,Maroc,bank_transfer
119,3b8e1072-a6b4-4f62-b384-07e5232120d1,213137878600322,429.25897028256435,Al Hoceïma,Maroc,2026-08-29T18:52:20,debit_card,POS Terminal,0.7755622554431664,0,1,0,0,0,0,0,POS Terminal,Al Hoceïma,Maroc,bank_transfer
364,f7b6c041-c2ee-473c-9baa-07de0b1823d9,4847705162235637,407.8448854481163,Settat,Maroc,2026-08-29T09:00:16,paypal,Laptop,1.082726955590154,1,1,0,0,0,0,0,Mobile,Settat,Maroc,credit_card
665,251946f9-5107-4003-9b08-c8e53466c3c3,4577652596620578,400.6549994626989,Salé,Royaume-Uni,2026-08-29T12:48:32,debit_card,Laptop,1.1660198138753,1,0,1,1,0,0,0,Mobile,Béni Mellal,Maroc,debit_card
308,a3181b04-ecea-4382-81fa-8ad2e47001b0,4079751195371,447.9835622338981,Safi,Maroc,2026-08-29T11:25:36,paypal,Laptop,1.1351772077339786,0,0,1,0,0,0,0,Laptop,Laâyoune,Maroc,paypal
68,24ed1a3b-4f87-45d4-a96d-a621269c7758,2280618976991956,347.60842145748296,Larache,Maroc,2026-08-29T13:54:58,debit_card,Laptop,1.0047776217302093,0,0,0,0,0,0,0,Laptop,Larache,Maroc,debit_card
97,ae463aec-0122-4b57-8e62-15ce0678a075,180022663283535,427.01101026951716,Larache,Maroc,2026-08-29T13:47:28,credit_card,Laptop,1.1910360696459585,0,0,1,0,0,0,0,Laptop,Taroudant,Maroc,credit_card
813,e55fc297-93ac-4c3e-a3a9-4a690746e014,30244127479101,253.00188689678635,Larache,Maroc,2026-08-29T07:17:07,credit_card,Mobile,0.6914231425305158,0,1,0,0,0,0,0,Mobile,Larache,Maroc,paypal
379,8702c1ce-26cc-4dcb-a2bf-a6d6ac6a08a2,3575453784884298,2048.9668169419742,Tiznit,Portugal,2026-08-29T00:43:56,paypal,POS Terminal,4.529857892972418,1,1,1,1,1,1,1,Mobile,Ouarzazate,Maroc,credit_card
12,47dc0ce4-3543-48db-b10a-3f570734269d,4232612094796145,337.6014635223683,Khouribga,Émirats Arabes Unis,2026-08-29T22:48:35,credit_card,POS Terminal,0.9950607108282875,0,1,0,1,1,0,0,POS Terminal,Khouribga,Maroc,paypal
784,86c15c34-82e8-4d0a-a516-c9a88d075021,5408225336421110,527.8509540043965,Agadir,Maroc,2026-08-29T13:20:42,bank_transfer,Mobile,1.2670307882394838,0,0,0,0,0,0,0,Mobile,Agadir,Maroc,bank_transfer
28,cea8aab8-9787-4c85-9a31-dc288ac22917,4075321442322197454,390.58676347710394,Kénitra,Maroc,2026-08-29T22:05:42,bank_transfer,Mobile,1.0003621992573466,0,0,0,0,1,0,0,Mobile,Kénitra,Maroc,bank_transfer
559,fa03a174-2ed5-4755-9658-bf7134715669,180035575226178,376.2468916605125,Azrou,Maroc,2026-08-29T10:49:19,paypal,Laptop,0.8889014889075049,0,1,0,0,0,0,0,Laptop,Azrou,Maroc,debit_card
153,d3360499-6b31-4baa-9fb5-1f1e3a3b102a,4787495206399357,530.4592770902026,Al Hoceïma,Maroc,2026-08-29T07:37:08,paypal,Laptop,1.027360553744079,0,1,0,0,0,0,0,Laptop,Al Hoceïma,Maroc,bank_transfer
641,5aca9213-178f-46bd-8212-2fc79197c6d7,4641544098965779,372.087170609558,Kénitra,Maroc,2026-08-29T18:15:10,debit_card,Laptop,0.9307380629001658,0,1,0,0,0,0,0,Laptop,Kénitra,Maroc,credit_card
932,bcc64012-8bc3-40e5-b453-41e56e59df68,6502759870358778,261.61403184127755,Guelmim,Maroc,2026-08-29T20:54:50,bank_transfer,Mobile,0.7984655670563886,0,0,0,0,0,0,0,Mobile,Guelmim,Maroc,bank_transfer
93,ecdf4bcd-76e0-4d1f-a69e-6fc0fe84ed37,4205581832246549566,452.92562752051526,Kénitra,Maroc,2026-08-29T07:25:19,bank_transfer,POS Terminal,1.478344223676156,0,0,0,0,0,0,0,POS Terminal,Kénitra,Maroc,bank_transfer
262,c437c6f0-090b-4f20-93c2-0ef68813e326,3588206590979321,516.1349832698545,Meknès,Maroc,2026-08-29T08:18:09,debit_card,POS Terminal,1.2895176828480936,1,0,0,0,0,0,0,Laptop,Meknès,Maroc,debit_card
484,da3f4524-f8e8-442f-b649-c363d7a181ea,3500533163362113,367.3183419065356,Khouribga,Maroc,2026-08-29T06:50:42,paypal,POS Terminal,1.000943678072192,0,0,0,0,1,0,0,POS Terminal,Khouribga,Maroc,paypal
847,c83b52bc-1701-4d2c-8d6f-748141ca006a,38300355928664,421.4076017478246,Laâyoune,Maroc,2026-08-29T10:05:45,credit_card,Mobile,1.0015169892450517,0,0,0,0,0,0,0,Mobile,Laâyoune,Maroc,credit_card
280,df12170b-137a-466e-8a63-2f3b8a46563d,2248785093487100,328.54194857512454,Tétouan,Maroc,2026-08-29T21:36:46,bank_transfer,Laptop,0.8964176625103247,0,0,1,0,0,0,0,Laptop,Al Hoceïma,Maroc,bank_transfer
184,1ad9859b-d295-4eb6-8ef1-cb1d06c7f51f,213166186945756,324.80788439452607,Nador,Maroc,2026-08-29T20:54:47,credit_card,Laptop,0.9700590197330825,0,1,1,0,0,0,0,Laptop,Taza,Maroc,debit_card
98,8d560ec9-b97d-4a3c-8469-330a448e9b48,213121975758712,389.81224334820894,Dakhla,Maroc,2026-08-29T13:48:33,bank_transfer,Laptop,1.1324801971280096,0,1,0,0,0,0,0,Laptop,Dakhla,Maroc,debit_card
926,dde251d4-50d8-47e2-82df-8b4dedeb4bf1,6587793784992842,2349.0007519678024,Dakhla,Maroc,2026-08-29T03:23:47,credit_card,POS Terminal,5.860286994627039,0,0,0,0,1,1,0,POS Terminal,Dakhla,Maroc,credit_card
213,74140a33-e744-4076-b45c-66e7006dbfd9,4637985100499,398.8483607956396,Mohammédia,Maroc,2026-08-29T05:37:56,credit_card,Mobile,1.4958167098867323,0,0,1,0,1,0,0,Mobile,Taza,Maroc,credit_card
730,47393a98-39b1-4fda-81e7-73b843ae3c28,2264623444453001,276.5408827703245,Al Hoceïma,Belgique,2026-08-29T07:56:31,paypal,Mobile,0.8909581658586054,1,0,0,1,0,0,0,Laptop,Al Hoceïma,Maroc,paypal
714,6be67578-acd1-46a0-bf59-02c363220a28,6011147480793952,440.9949826710005,Settat,Portugal,2026-08-29T13:35:45,debit_card,POS Terminal,1.4116037033538855,0,0,1,1,0,0,0,POS Terminal,Dakhla,Maroc,debit_card
292,3abdfab9-9347-4ec9-bec2-0d569f779b72,2666099820171737,263.8674433390414,Tiznit,Maroc,2026-08-29T05:38:07,bank_transfer,Laptop,0.7242108218824296,1,1,0,0,1,0,0,Mobile,Tiznit,Maroc,debit_card
399,1fa537cd-e8d2-4214-9352-7655755a6456,3577094922125786,4730.6061875501155,Khouribga,Maroc,2026-08-29T19:16:55,bank_transfer,Laptop,9.661272029685886,0,0,0,0,0,1,0,Laptop,Khouribga,Maroc,bank_transfer
575,1ac7822c-b245-421e-8296-25a7435a0111,4553385646637,456.4145778648934,Tiznit,Maroc,2026-08-29T05:48:13,credit_card,Laptop,1.0344487081762797,0,0,0,0,1,0,0,Laptop,Tiznit,Maroc,credit_card
304,b1399196-9853-4c50-98bd-a5f890b7499a,6011287152101801,441.1117286094537,Tiznit,Maroc,2026-08-29T08:55:09,paypal,Laptop,1.205382794535985,0,0,1,0,0,0,0,Laptop,Oujda,Maroc,paypal
857,64174b90-fe59-442f-ab38-e4655f73f54f,180028926227417,295.71981999896275,Nador,Maroc,2026-08-29T15:41:48,paypal,Mobile,0.7977199139235511,0,0,0,0,0,0,0,Mobile,Nador,Maroc,paypal
88,c9ec1b3e-002d-4982-bf2d-e453b5da1348,4156646967430483,671.6387390969467,Taza,Maroc,2026-08-29T03:54:42,paypal,Laptop,1.6102706244111362,0,0,0,0,1,0,0,Laptop,Taza,Maroc,paypal
508,a90f5d20-e6c8-463e-adef-82f187036b2a,3564848227028333,423.673708088934,Marrakech,Algérie,2026-08-29T11:04:35,bank_transfer,Mobile,1.2148170062244548,1,1,0,1,0,0,0,Laptop,Marrakech,Maroc,debit_card
606,f23cd28c-0090-48aa-8080-90080f2f2bcd,4474301808740202192,297.5344218040815,Laâyoune,Maroc,2026-08-29T10:33:29,bank_transfer,Laptop,0.8129966413561882,0,0,0,0,0,0,0,Laptop,Laâyoune,Maroc,bank_transfer
362,9e0c8dd3-d7bc-4ead-a85f-01bb33bf5d3b,4473927015784188,487.48077238522313,Tanger,Maroc,2026-08-29T14:22:42,debit_card,POS Terminal,1.218858610401994,0,0,0,0,0,0,0,POS Terminal,Tanger,Maroc,debit_card
14,b7a8c617-5e63-449e-9f56-1da8109cee76,376950447667272,354.8295112059471,Nador,Maroc,2026-08-29T05:00:28,bank_transfer,Mobile,0.9059928752826039,0,0,0,0,1,0,0,Mobile,Nador,Maroc,bank_transfer
499,709f92cd-fd57-4a82-a507-759dc589826b,30214157278996,3225.818087048503,Larache,Maroc,2026-08-29T03:01:20,bank_transfer,Laptop,9.899235176813733,0,1,0,0,1,1,0,Laptop,Larache,Maroc,paypal
67,a4e72e4d-a14a-465a-bae2-af454d433d24,4624236190602,353.9837904823905,Meknès,Égypte,2026-08-29T04:06:36,paypal,POS Terminal,1.0066027000582984,0,0,0,1,1,0,0,POS Terminal,Meknès,Maroc,paypal
